case:concept:name,concept:name,time:timestamp,People,Role
47735,OpenPR,2021-03-11 18:50:25+00:00,ymodak,Committer
47735,PRReviewApprove,2021-03-11 19:02:50+00:00,rthadur,Reviewer
47735,MergePR,2021-03-12 03:15:06+00:00,copybara-service[bot],Maintainer
47735,DeleteBranch,2021-06-03 17:30:33+00:00,mihaimaruseac,Committer
47740,CreateBranch,2021-03-11 21:54:27+00:00,ymodak,Committer
47740,OpenPR,2021-03-11 21:54:39+00:00,ymodak,Committer
47740,PRReviewApprove,2021-03-11 22:00:23+00:00,rthadur,Reviewer
47740,MergePR,2021-03-12 03:19:31+00:00,copybara-service[bot],Maintainer
47740,DeleteBranch,2021-03-12 06:20:57+00:00,ymodak,Committer
48093,CreateBranch,2021-03-26 01:02:38+00:00,mihaimaruseac,Committer
48093,OpenPR,2021-03-26 01:02:48+00:00,mihaimaruseac,Committer
48093,MergePR,2021-03-26 01:03:21+00:00,mihaimaruseac,Maintainer
48093,DeleteBranch,2021-03-26 01:03:33+00:00,mihaimaruseac,Committer
48107,CreateBranch,2021-03-26 14:19:13+00:00,mihaimaruseac,Committer
48107,OpenPR,2021-03-26 14:19:24+00:00,mihaimaruseac,Committer
48107,MergePR,2021-03-26 14:19:51+00:00,mihaimaruseac,Maintainer
48107,DeleteBranch,2021-03-26 14:20:11+00:00,mihaimaruseac,Committer
48222,PRReviewApprove,2021-04-01 02:46:18+00:00,goldiegadde,Reviewer
48222,MergePR,2021-04-01 04:24:11+00:00,goldiegadde,Maintainer
48222,DeleteBranch,2021-04-01 17:35:45+00:00,mihaimaruseac,Committer
48250,CreateBranch,2021-04-02 00:15:44+00:00,jvishnuvardhan,Committer
48250,OpenPR,2021-04-02 00:15:54+00:00,jvishnuvardhan,Committer
48250,PRReviewApprove,2021-04-02 16:33:00+00:00,rthadur,Reviewer
48250,PRReviewApprove,2021-04-05 08:58:48+00:00,Nirzak,Reviewer
48250,MergePR,2021-04-05 16:31:21+00:00,copybara-service[bot],Maintainer
48250,DeleteBranch,2021-04-05 16:41:35+00:00,jvishnuvardhan,Committer
48284,CreateBranch,2021-04-02 17:48:53+00:00,geetachavan1,Committer
48284,OpenPR,2021-04-02 18:24:43+00:00,geetachavan1,Committer
48284,PRReviewApprove,2021-04-02 18:43:08+00:00,mihaimaruseac,Reviewer
48284,MergePR,2021-04-02 21:32:55+00:00,mihaimaruseac,Maintainer
48284,DeleteBranch,2021-04-02 21:33:21+00:00,mihaimaruseac,Committer
48416,CreateBranch,2021-04-08 18:41:23+00:00,av8ramit,Committer
48416,OpenPR,2021-04-08 18:41:58+00:00,av8ramit,Committer
48416,PRReviewApprove,2021-04-08 22:05:23+00:00,mihaimaruseac,Reviewer
48416,MergePR,2021-04-08 22:30:08+00:00,mihaimaruseac,Maintainer
48416,DeleteBranch,2021-04-08 22:30:37+00:00,mihaimaruseac,Committer
48417,CreateBranch,2021-04-08 18:43:23+00:00,av8ramit,Committer
48417,OpenPR,2021-04-08 18:43:45+00:00,av8ramit,Committer
48417,PRReviewApprove,2021-04-08 22:05:05+00:00,mihaimaruseac,Reviewer
48417,MergePR,2021-04-09 20:06:30+00:00,mihaimaruseac,Maintainer
48417,DeleteBranch,2021-04-09 20:07:03+00:00,mihaimaruseac,Committer
48423,CreateBranch,2021-04-08 23:05:36+00:00,ymodak,Committer
48423,OpenPR,2021-04-08 23:05:46+00:00,ymodak,Committer
48423,PRReviewComment,2021-04-08 23:22:47+00:00,bhack,Reviewer
48423,PRReviewComment,2021-04-08 23:52:19+00:00,ymodak,Reviewer
48423,PRReviewComment,2021-04-08 23:52:20+00:00,ymodak,Reviewer
48423,SubmitCommit,2021-04-08 23:52:28+00:00,ymodak,Committer
48423,PRReviewApprove,2021-04-09 00:04:28+00:00,bhack,Reviewer
48423,PRReviewApprove,2021-04-09 15:10:24+00:00,rthadur,Reviewer
48423,SubmitCommit,2021-04-09 22:26:12+00:00,rthadur,Committer
48423,PRReviewApprove,2021-04-09 22:26:14+00:00,rthadur,Reviewer
48423,MergePR,2021-04-09 23:26:55+00:00,copybara-service[bot],Maintainer
48423,DeleteBranch,2021-04-10 17:49:03+00:00,rthadur,Committer
48488,CreateBranch,2021-04-12 16:40:08+00:00,geetachavan1,Committer
48488,OpenPR,2021-04-12 16:40:19+00:00,geetachavan1,Committer
48488,PRReviewApprove,2021-04-12 16:43:34+00:00,mihaimaruseac,Reviewer
48488,MergePR,2021-04-12 16:43:41+00:00,mihaimaruseac,Maintainer
48488,DeleteBranch,2021-04-12 16:44:06+00:00,mihaimaruseac,Committer
48515,CreateBranch,2021-04-14 06:12:52+00:00,advaitjain,Committer
48515,OpenPR,2021-04-14 06:13:02+00:00,advaitjain,Committer
48515,PRReviewApprove,2021-04-14 15:06:01+00:00,petewarden,Reviewer
48515,MergePR,2021-04-14 16:48:18+00:00,copybara-service[bot],Maintainer
48515,DeleteBranch,2021-04-14 16:56:07+00:00,advaitjain,Committer
48648,CreateBranch,2021-04-20 17:41:00+00:00,sanjoy,Committer
48648,OpenPR,2021-04-20 17:41:10+00:00,sanjoy,Committer
48648,PRReviewApprove,2021-04-20 17:44:22+00:00,rthadur,Reviewer
48648,MergePR,2021-04-20 19:20:04+00:00,copybara-service[bot],Maintainer
48648,DeleteBranch,2021-06-03 17:30:33+00:00,mihaimaruseac,Committer
48687,CreateBranch,2021-04-21 23:34:19+00:00,rthadur,Committer
48687,OpenPR,2021-04-21 23:34:30+00:00,rthadur,Committer
48687,PRReviewApprove,2021-04-21 23:40:22+00:00,ymodak,Reviewer
48687,MergePR,2021-04-22 16:30:13+00:00,copybara-service[bot],Maintainer
48764,CreateBranch,2021-04-26 21:58:44+00:00,angerson,Committer
48764,OpenPR,2021-04-26 21:59:10+00:00,angerson,Committer
48764,PRReviewApprove,2021-04-26 22:43:25+00:00,lamberta,Reviewer
